ES.ID,Study,Year,Category,Sub_category,Response,same_trt,experiment,Ctrl-shared_YN,Shared-Control,LaterDiet,TrtFood,TrtResponse,TrtSE,TrtSD,CtrlFood,CtrlResponse,CtrlSE,CtrlSD,nTrt,nCtrl,Species,Sp_group,age_treated,sex,Trt_magnitude,Trt_duration,Recovery,LoH
378,Schmidt_et_al_2012,2012,Condition,size_growth,fm. Adult body mass,hhhhhhh,ffff,N,NA,,Food restricted,21.1,0.85,2.404163056,Control,21,0.75,1.984313483,8,7,Melospiza.melodia,Bird,juvenile,Female,0.65,0.247663551,0.719626168,higher
379,Schmidt_et_al_2012,2012,Condition,size_growth,ma. Adult body mass,hhhhhhh,ffff,N,NA,,Food restricted,18.9,0.96,2.71529004,Control,21.3,0.75,2.25,8,9,Melospiza.melodia,Bird,juvenile,Male,0.65,0.247663551,0.719626168,higher
380,Searcy et al 2004,2004,Condition,size_growth,Body mass at 84 dph (g),lllllll,gggg,N,NA,continuous fed,Experimental,19.3,,1.1,Control,22,,3.1,6,6,Melospiza.melodia,Bird,juvenile,Mixed,0.6,1,0.785714286,higher
381,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),ffffffff,iiii,Y,AQ,continuous fed,starved day 1 - fed every other day until molting to stage 4,3.6,,0.9,Continuously fed,3.4,,1,6,8,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.444444444,1,0.447761194,higher
382,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),gggggggg,iiii,Y,AQ,continuous fed,starved 2 days - fed every other 2 days until molting to stage 4,4.1,,0.9,Continuously fed,3.4,,1,15,8,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.444444444,1,0.447761194,higher
383,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),hhhhhhhh,iiii,Y,AQ,continuous fed,starved 3 days - fed every other 3 days until molting to stage 4,4.7,,0.9,Continuously fed,3.4,,1,7,8,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.4,1,0.447761194,higher
384,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),iiiiiiii,iiii,Y,AQ,continuous fed,starved 4 days - fed every other 4 days until molting to stage 4,3.2,,0.8,Continuously fed,3.4,,1,5,8,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.4,1,0.447761194,higher
385,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),aaaaaaaa,hhhh,Y,AR,continuous fed,FS1,3.6,,0.3,Continuously fed,4.1,,0.9,5,14,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.571428571,1,0.447761194,higher
386,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),bbbbbbbb,hhhh,Y,AR,continuous fed,FS2,3.8,,1,Continuously fed,4.1,,0.9,10,14,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.5,1,0.447761194,higher
387,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),cccccccc,hhhh,Y,AR,continuous fed,FS3,3.6,,1.4,Continuously fed,4.1,,0.9,11,14,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.6,1,0.447761194,higher
388,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),dddddddd,hhhh,Y,AR,continuous fed,FS5,4.2,,0.6,Continuously fed,4.1,,0.9,8,14,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.833333333,1,0.447761194,higher
389,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),eeeeeeee,hhhh,Y,AR,continuous fed,FS6,3.8,,0.8,Continuously fed,4.1,,0.9,11,14,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.75,1,0.447761194,higher
390,Stumpf et al 2010,2010,Condition,size_growth,specific growth rate (%/day),zzzzzzz,hhhh,Y,AR,continuous fed,FS4,3.8,,1.5,Continuously fed,4.1,,0.9,10,14,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0.5,1,0.447761194,higher
391,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),nnnnnnn,jjjj,Y,AS,continuous fed,S1,10.6,,3.3,Continuously fed,9.9,,4.1,13,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.094339623,0.206008584,lower
392,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),ooooooo,jjjj,Y,AS,continuous fed,S2,11.7,,3.8,Continuously fed,9.9,,4.1,13,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.170940171,0.207708779,lower
393,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),ppppppp,jjjj,Y,AS,continuous fed,S3,13.4,,4.3,Continuously fed,9.9,,4.1,12,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.223880597,0.219409283,lower
394,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),qqqqqqq,jjjj,Y,AS,continuous fed,S4,15,,5.6,Continuously fed,9.9,,4.1,10,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.266666667,0.229166667,lower
395,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),rrrrrrr,jjjj,Y,AS,continuous fed,S5,14.7,,1.9,Continuously fed,9.9,,4.1,8,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.340136054,0.207708779,lower
396,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),sssssss,jjjj,Y,AS,continuous fed,S6,15.4,,2.6,Continuously fed,9.9,,4.1,9,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.38961039,0.202586207,lower
397,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),ttttttt,jjjj,Y,AS,continuous fed,S7,17,,0.9,Continuously fed,9.9,,4.1,4,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.411764706,0.212765957,lower
398,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),uuuuuuu,jjjj,Y,AS,continuous fed,S8,18.8,,5.2,Continuously fed,9.9,,4.1,9,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.425531915,0.225941423,lower
399,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),vvvvvvv,jjjj,Y,AS,continuous fed,S9,15,,6,Continuously fed,9.9,,4.1,3,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.6,0.139534884,lower
400,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),wwwwwww,jjjj,Y,AS,continuous fed,S10,15.1,,8.7,Continuously fed,9.9,,4.1,8,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.662251656,0.121140143,lower
401,Stumpf et al 2010,2010,Condition,development_rate,Duration of stage III (days),xxxxxxx,jjjj,Y,AS,continuous fed,S11,14.2,,8.8,Continuously fed,9.9,,4.1,3,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.774647887,0.07960199,lower
402,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),nnnnnnn,jjjj,Y,AT,continuous fed,S1,27.9,,14.1,Continuously fed,37.5,,17.1,13,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.094339623,0.206008584,higher
403,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),ooooooo,jjjj,Y,AT,continuous fed,S2,24.8,,13.9,Continuously fed,37.5,,17.1,13,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.170940171,0.207708779,higher
404,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),ppppppp,jjjj,Y,AT,continuous fed,S3,37.5,,17.2,Continuously fed,37.5,,17.1,12,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.223880597,0.219409283,higher
405,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),qqqqqqq,jjjj,Y,AT,continuous fed,S4,30,,16,Continuously fed,37.5,,17.1,10,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.266666667,0.229166667,higher
406,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),rrrrrrr,jjjj,Y,AT,continuous fed,S5,26.3,,7.5,Continuously fed,37.5,,17.1,8,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.340136054,0.207708779,higher
407,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),sssssss,jjjj,Y,AT,continuous fed,S6,27.4,,13.6,Continuously fed,37.5,,17.1,9,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.38961039,0.202586207,higher
408,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),ttttttt,jjjj,Y,AT,continuous fed,S7,20.5,,8.3,Continuously fed,37.5,,17.1,4,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.411764706,0.212765957,higher
409,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),uuuuuuu,jjjj,Y,AT,continuous fed,S8,22,,18.5,Continuously fed,37.5,,17.1,9,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.425531915,0.225941423,higher
410,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),vvvvvvv,jjjj,Y,AT,continuous fed,S9,15.6,,16.5,Continuously fed,37.5,,17.1,3,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.6,0.139534884,higher
411,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),wwwwwww,jjjj,Y,AT,continuous fed,S10,31.5,,15,Continuously fed,37.5,,17.1,8,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.662251656,0.121140143,higher
412,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),xxxxxxx,jjjj,Y,AT,continuous fed,S11,12.6,,9.5,Continuously fed,37.5,,17.1,3,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.774647887,0.07960199,higher
413,Stumpf et al 2010,2010,Condition,size_growth,Mean growth increment (%),yyyyyyy,jjjj,Y,AT,continuous fed,S12,30.9,,6.5,Continuously fed,37.5,,17.1,2,15,Cherax.quadricarinatus,Crustacean,juvenile,Mixed,0,0.545454545,0.212765957,higher
414,Taborsky_2006,2006,Reproduction,egg_offspring_quantity,Rate of raising young (no. successful broods/reproductive lifespan) d^-1,jjjjjjjj,kkkk,N,NA,,LH,0.013,0.0036,0.0072,HH,0.0046,0.0017,0.0051,10,9,Simochromis.pleurospilus,Fish,juvenile,Female,0.333333333,1,0.45041816,higher
415,Taborsky_2006,2006,Reproduction,egg_offspring_quality,Total biomass produced (clutch size * mean offspring size (g)),jjjjjjjj,kkkk,N,NA,,LH,1.33,0.26,0.822192192,HH,1.93,0.39,0.872066511,8,5,Simochromis.pleurospilus,Fish,juvenile,Female,0.333333333,1,0.45041816,higher
416,Taborsky_2006,2006,Condition,size_growth,Female weight at end of 2nd incubation phase,jjjjjjjj,kkkk,N,NA,,LH,6.26,,0.39,HH,6.97,,0.51,4,4,Simochromis.pleurospilus,Fish,juvenile,Female,0.333333333,1,0.036793299,higher
417,Tigreros 2013,2013,Reproduction,mating,Total matings,kkkkkkkk,llll,Y,AU,25% honey solution,2.0 % N,2.279,1.045,2.559716781,4.1 % N,2.394,0.47,1.4862705,6,10,Pieris.rapae,Insect,juvenile,Male,NA,0.675925926,0.139442231,higher
418,Tigreros 2013,2013,Reproduction,mating,Total matings,llllllll,llll,Y,AU,25% honey solution,2.4 % N,1.767,0.376,1.35568728,4.1 % N,2.394,0.47,1.4862705,13,10,Pieris.rapae,Insect,juvenile,Male,NA,0.625,0.157894737,higher
419,Tigreros 2013,2013,Reproduction,mating,Total matings,mmmmmmmm,llll,Y,AU,25% honey solution,2.8 % N,1.254,0.523,1.734594765,4.1 % N,2.394,0.47,1.4862705,11,10,Pieris.rapae,Insect,juvenile,Male,NA,0.640522876,0.152354571,higher
420,Tigreros 2013,2013,Reproduction,mating,Total matings,nnnnnnnn,llll,Y,AU,25% honey solution,3.2 % N,1.882,0.418,1.723458152,4.1 % N,2.394,0.47,1.4862705,17,10,Pieris.rapae,Insect,juvenile,Male,NA,0.603960396,0.193393968,higher
421,Tigreros 2013,2013,Reproduction,mating,Total matings,oooooooo,llll,Y,AU,25% honey solution,3.7 % N,1.537,0.533,1.767761013,4.1 % N,2.394,0.47,1.4862705,11,10,Pieris.rapae,Insect,juvenile,Male,NA,0.60199005,0.194348425,higher
424,Urrejola et al 2011,2011,Condition,size_growth,Adult growth rate (mg/day) - days 225-235,rrrrrrrr,nnnn,N,NA,high protein,LP,-1.61,0.365,2.19,HP-control,-1.146,0.303,1.916340262,36,40,Tenebrio.molitor,Insect,youngest,Mixed,NA,1,NA,higher
425,Urrejola et al 2011,2011,Reproduction,egg_offspring_quality,Egg size (mm),rrrrrrrr,nnnn,N,NA,high protein,LP,1.73,0.12,0.448998886,HP-control,1.7,0.05,0.122474487,14,6,Tenebrio.molitor,Insect,youngest,Female,NA,1,NA,higher
426,Urrejola et al 2011,2011,Reproduction,egg_offspring_quantity,Egg #/day,rrrrrrrr,nnnn,N,NA,high protein,LP,6.13,2.01,7.520731347,HP-control,12,4.17,10.21437223,14,6,Tenebrio.molitor,Insect,youngest,Female,NA,1,NA,higher
427,Van Allen et al 2010,2010,Condition,size_growth,Juvenile mass 50 days after tail reabsorption (g),ssssssss,oooo,Y,AW,,5% food,0.21,0.004,0.01496663,15% food,0.241,0.007,0.012124356,3,3,Pseudacris.crucifer,Amphibian,juvenile,Mixed,0.333333333,0.41509434,0.458715596,higher
428,Van Allen et al 2010,2010,Condition,size_growth,Juvenile mass 50 days after tail reabsorption (g),tttttttt,oooo,Y,AW,,7% food,0.221,0.003,0.005196152,15% food,0.241,0.007,0.012124356,2,3,Pseudacris.crucifer,Amphibian,juvenile,Mixed,0.466666667,0.41509434,0.46728972,higher
429,Van Allen et al 2010,2010,Condition,size_growth,Juvenile mass 50 days after tail reabsorption (g),uuuuuuuu,oooo,Y,AW,,10% food,0.221,0.005,0.007071068,15% food,0.241,0.007,0.012124356,3,3,Pseudacris.crucifer,Amphibian,juvenile,Mixed,0.666666667,0.41509434,0.458715596,higher
430,Van Allen et al 2010,2010,Condition,size_growth,Juvenile mass 50 days after tail reabsorption (g),vvvvvvvv,oooo,Y,AW,,12% food,0.222,0.001,0.001732051,15% food,0.241,0.007,0.012124356,3,3,Pseudacris.crucifer,Amphibian,juvenile,Mixed,0.8,0.41509434,0.476190476,higher
431,Van Allen et al 2010,2010,Longevity,survival,Juvenile survival,ssssssss,oooo,Y,AX,,5% food,0.822,0.011,0.019052559,15% food,0.933,0.067,0.116047404,3,3,Pseudacris.crucifer,Amphibian,juvenile,Mixed,0.333333333,0.41509434,0.528,higher
432,Van Allen et al 2010,2010,Longevity,survival,Juvenile survival,uuuuuuuu,oooo,Y,AX,,10% food,0.944,0.056,0.096994845,15% food,0.933,0.067,0.116047404,3,3,Pseudacris.crucifer,Amphibian,juvenile,Mixed,0.666666667,0.41509434,0.528,higher
433,Vargas et al 2012a,2012,Reproduction,egg_offspring_quantity,Daily fecundity (# eggs/oviposition days),xxxxxxxx,pppp,Y,AY,,30 min,10.3,0.8,2.653299832,ad libitum,17.1,1.4,5.047771786,13,13,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.765625,higher
434,Vargas et al 2012a,2012,Reproduction,egg_offspring_quantity,Daily fecundity (# eggs/oviposition days),yyyyyyyy,pppp,Y,AY,,6 h,12.9,1.2,4.326661531,ad libitum,17.1,1.4,5.047771786,11,13,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.798165138,higher
435,Vargas et al 2012a,2012,Reproduction,egg_offspring_quantity,Pre-oviposition duration (days),xxxxxxxx,pppp,Y,AZ,,30 min,54.1,3.9,6.75499815,ad libitum,38.3,3.5,12.61942946,13,13,Hippodamia.convergens,Insect,youngest,Female,0.020833333,1,0.67032967,lower
436,Vargas et al 2012a,2012,Reproduction,egg_offspring_quantity,Pre-oviposition duration (days),yyyyyyyy,pppp,Y,AZ,,6 h,42.8,4,14.4222051,ad libitum,38.3,3.5,12.61942946,11,13,Hippodamia.convergens,Insect,youngest,Female,0.25,1,0.694444444,lower
437,Vargas et al 2012a,2012,Reproduction,egg_offspring_quantity,Fertility (% eggs hatching),xxxxxxxx,pppp,Y,BA,,30 min,51,5.8,19.23642378,ad libitum,53,5.8,20.9121974,13,13,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.765625,higher
438,Vargas et al 2012a,2012,Reproduction,egg_offspring_quantity,Fertility (% eggs hatching),yyyyyyyy,pppp,Y,BA,,6 h,61,6,21.63330765,ad libitum,53,5.8,20.9121974,11,13,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.798165138,higher
439,Vargas et al 2012a,2012,Reproduction,egg_offspring_quantity,Reproductive period (days),xxxxxxxx,pppp,Y,BB,,30 min,91,17.9,59.36758375,ad libitum,104.8,18.7,67.42380885,13,13,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.765625,higher
440,Vargas et al 2012a,2012,Reproduction,egg_offspring_quantity,Reproductive period (days),yyyyyyyy,pppp,Y,BB,,6 h,80.1,21.1,76.07713191,ad libitum,104.8,18.7,67.42380885,11,13,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.798165138,higher
441,Vargas et al 2012a,2012,Longevity,longevity,Longevity (days),xxxxxxxx,pppp,Y,BC,,30 min,143.5,16.6,55.05597152,ad libitum,142.2,19.7,71.02936013,13,13,Hippodamia.convergens,Insect,youngest,Female,0.020833333,1,0.791666667,higher
442,Vargas et al 2012a,2012,Longevity,longevity,Longevity (days),yyyyyyyy,pppp,Y,BC,,6 h,125.1,19.2,69.22658449,ad libitum,142.2,19.7,71.02936013,11,13,Hippodamia.convergens,Insect,youngest,Female,0.25,1,0.811965812,higher
443,Vargas et al 2012a,2012,Reproduction,egg_offspring_quality,Egg mass (ug),xxxxxxxx,pppp,Y,BD,,30 min,168,2.2,7.296574539,ad libitum,178,3.8,13.70109485,13,13,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.765625,higher
444,Vargas et al 2012a,2012,Reproduction,egg_offspring_quality,Egg mass (ug),yyyyyyyy,pppp,Y,BD,,6 h,174,5.7,20.55164227,ad libitum,178,3.8,13.70109485,11,13,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.798165138,higher
445,Vargas et al 2012b,2012,Reproduction,egg_offspring_quantity,Daily fecundity (# eggs/oviposition days),aaaaaaaaa,qqqq,Y,BE,,6 h,15,1,4.795831523,ad libitum,14.9,0.8,3.487119155,15,19,Coleomegilla.maculata,Insect,youngest,Mixed,0.25,1,0.861111111,higher
446,Vargas et al 2012b,2012,Reproduction,egg_offspring_quantity,Daily fecundity (# eggs/oviposition days),zzzzzzzz,qqqq,Y,BE,,30 min,12.2,0.5,1.936491673,ad libitum,14.9,0.8,3.487119155,23,19,Coleomegilla.maculata,Insect,youngest,Mixed,0.020833333,1,0.820895522,higher
447,Vargas et al 2012b,2012,Reproduction,egg_offspring_quantity,Pre-reproductive period (days),aaaaaaaaa,qqqq,Y,BF,,6 h,28.8,4.7,22.54040816,ad libitum,22.3,3.6,15.6920362,15,19,Coleomegilla.maculata,Insect,youngest,Female,0.25,1,0.642857143,lower
448,Vargas et al 2012b,2012,Reproduction,egg_offspring_quantity,Pre-reproductive period (days),zzzzzzzz,qqqq,Y,BF,,30 min,35.2,4,13.26649916,ad libitum,22.3,3.6,15.6920362,23,19,Coleomegilla.maculata,Insect,youngest,Female,0.020833333,1,0.636363636,lower
449,Vargas et al 2012b,2012,Reproduction,egg_offspring_quantity,Fertility (% eggs hatching),aaaaaaaaa,qqqq,Y,BG,,6 h,35.2,4.3,20.62207555,ad libitum,38.7,4.3,18.74326546,15,19,Coleomegilla.maculata,Insect,youngest,Mixed,0.25,1,0.861111111,higher
450,Vargas et al 2012b,2012,Reproduction,egg_offspring_quantity,Fertility (% eggs hatching),zzzzzzzz,qqqq,Y,BG,,30 min,43.4,3.6,13.94274005,ad libitum,38.7,4.3,18.74326546,23,19,Coleomegilla.maculata,Insect,youngest,Mixed,0.020833333,1,0.820895522,higher
451,Vargas et al 2012b,2012,Reproduction,egg_offspring_quantity,Reproductive period (days),aaaaaaaaa,qqqq,Y,BH,,6 h,117.2,11.2,53.71331306,ad libitum,104.6,9.7,42.28131975,15,19,Coleomegilla.maculata,Insect,youngest,Mixed,0.25,1,0.861111111,higher
452,Vargas et al 2012b,2012,Reproduction,egg_offspring_quantity,Reproductive period (days),zzzzzzzz,qqqq,Y,BH,,30 min,102.5,8.2,31.75846344,ad libitum,104.6,9.7,42.28131975,23,19,Coleomegilla.maculata,Insect,youngest,Mixed,0.020833333,1,0.820895522,higher
453,Vargas et al 2012b,2012,Longevity,longevity,Longevity (days),aaaaaaaaa,qqqq,Y,BI,,6 h,142,10.5,50.35623099,ad libitum,129.2,9.4,40.97365007,15,19,Coleomegilla.maculata,Insect,youngest,Female,0.25,1,0.85915493,higher
454,Vargas et al 2012b,2012,Longevity,longevity,Longevity (days),zzzzzzzz,qqqq,Y,BI,,30 min,137.5,6.4,24.78709342,ad libitum,129.2,9.4,40.97365007,23,19,Coleomegilla.maculata,Insect,youngest,Female,0.020833333,1,0.826086957,higher
455,Vargas et al 2012b,2012,Reproduction,egg_offspring_quality,Egg mass (ug),aaaaaaaaa,qqqq,Y,BJ,,6 h,176,3,14.38749457,ad libitum,174,2,8.717797887,15,19,Coleomegilla.maculata,Insect,youngest,Mixed,0.25,1,0.861111111,higher
456,Vargas et al 2012b,2012,Reproduction,egg_offspring_quality,Egg mass (ug),zzzzzzzz,qqqq,Y,BJ,,30 min,172,2,7.745966692,ad libitum,174,2,8.717797887,23,19,Coleomegilla.maculata,Insect,youngest,Mixed,0.020833333,1,0.820895522,higher
457,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,Egg mass (ug) - 12th oviposition day,bbbbbbbbb,rrrr,Y,BK,,30 min,0.164,,0.016,ad libitum,0.185,,0.017,10,10,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.723809524,higher
458,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,Egg mass (ug) - 12th oviposition day,ccccccccc,rrrr,Y,BK,,6 h,0.181,,0.023,ad libitum,0.185,,0.017,5,10,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.717948718,higher
459,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,Offspring hatching time (days) - 12th oviposition day,bbbbbbbbb,rrrr,Y,BL,,30 min,3.75,,0.71,ad libitum,3.2,,0.42,10,10,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.723809524,lower
460,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,Offspring hatching time (days) - 12th oviposition day,ccccccccc,rrrr,Y,BL,,6 h,3.6,,0.55,ad libitum,3.2,,0.42,5,10,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.717948718,lower
461,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,ma. Offspring drymass at emergence (mg) - 12th oviposition day,bbbbbbbbb,rrrr,Y,BM,,30 min,3.43,,0.29,ad libitum,3.72,,0.41,10,10,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.723809524,higher
462,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,ma. Offspring drymass at emergence (mg) - 12th oviposition day,ccccccccc,rrrr,Y,BM,,6 h,3.76,,0.54,ad libitum,3.72,,0.41,5,10,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.717948718,higher
463,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,fm. Offspring drymass at emergence (mg) - 12th oviposition day,bbbbbbbbb,rrrr,Y,BN,,30 min,4.03,,0.91,ad libitum,4.18,,0.69,10,10,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.723809524,higher
464,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,fm. Offspring drymass at emergence (mg) - 12th oviposition day,ccccccccc,rrrr,Y,BN,,6 h,4.59,,0.65,ad libitum,4.18,,0.69,5,10,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.717948718,higher
465,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,Offspring pupation time (days) - 12th oviposition day,bbbbbbbbb,rrrr,Y,BO,,30 min,5.1,,0.11,ad libitum,5.41,,0.61,10,10,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.723809524,lower
466,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,Offspring pupation time (days) - 12th oviposition day,ccccccccc,rrrr,Y,BO,,6 h,4.9,,0.28,ad libitum,5.41,,0.61,5,10,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.717948718,lower
467,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quantity,Daily fecundity (no. eggs per day),bbbbbbbbb,rrrr,Y,BP,,30 min,10.7,0.85,2.944486373,ad libitum,17.3,1.46,5.264104862,12,13,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.731481481,higher
468,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quantity,Daily fecundity (no. eggs per day),ccccccccc,rrrr,Y,BP,,6 h,13.3,1.34,4.237452065,ad libitum,17.3,1.46,5.264104862,10,13,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.685714286,higher
469,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quantity,No. oviposition days,bbbbbbbbb,rrrr,Y,BQ,,30 min,21.2,4.6,15.93486743,ad libitum,35.5,7.6,27.40218969,12,13,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.731481481,higher
470,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quantity,No. oviposition days,ccccccccc,rrrr,Y,BQ,,6 h,28.2,10.3,32.5714599,ad libitum,35.5,7.6,27.40218969,10,13,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.685714286,higher
471,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quantity,Preoviposition period (days),bbbbbbbbb,rrrr,Y,BR,,30 min,52.7,4.36,15.10348304,ad libitum,38.2,3.27,11.79015267,12,13,Hippodamia.convergens,Insect,youngest,Female,0.020833333,1,0.674157303,lower
472,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quantity,Preoviposition period (days),ccccccccc,rrrr,Y,BR,,6 h,41.8,3.64,11.51069068,ad libitum,38.2,3.27,11.79015267,10,13,Hippodamia.convergens,Insect,youngest,Female,0.25,1,0.690140845,lower
473,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,Egg fertility (% hatching),bbbbbbbbb,rrrr,Y,BS,,30 min,45.2,,36.5,ad libitum,73.4,,25,10,10,Hippodamia.convergens,Insect,youngest,Mixed,0.020833333,1,0.731481481,higher
474,Vargas_et_al_2013,2013,Reproduction,egg_offspring_quality,Egg fertility (% hatching),ccccccccc,rrrr,Y,BS,,6 h,81.7,,22.4,ad libitum,73.4,,25,5,10,Hippodamia.convergens,Insect,youngest,Mixed,0.25,1,0.685714286,higher
475,Xie et al 2015,2015,Condition,stress_tolerance,Body mass change (%) after 5 days starvation right at emergence,jjjjjjjjj,ssss,N,NA,high food supply,Variable,-17.667,0.333,1.289703454,High,-17,0.667,2.583279892,15,15,Cryptolaemus.montrouzieri,Insect,youngest,Female,0.25,0.181818182,0.652173913,lower
476,Xie et al 2015,2015,Reproduction,egg_offspring_quantity,Preovi position (days),jjjjjjjjj,ssss,Y,BT,high food supply,Variable,5.991,0.316,1.223862737,High,5.395,0.428,1.657636872,15,15,Cryptolaemus.montrouzieri,Insect,youngest,Mixed,0.25,0.181818182,0.724137931,lower
