"theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_total","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe","delta_fail_prop","safe_fail_prop","boot_accept_prop"
0.2,"indep",60,140,-2.40823963982765,-1.91020371606425,-2.14850104443262,0.4980359237634,0.259738595395029,2.98695058214463,0.339852273347301,143.495103768561,-72.2953687083547,0.821082139243792,1.12776723965949,0.781818181818182,0.727272727272727,698816,550000,0.0888336041299082,0.149343923788126,0.707819527595833,0.00974410954906176,0.0556904614644349,0.0600525690068924,0.45,0.45,0.698816
0.3,"indep",60,140,-1.70418293557038,-1.74060999791443,-1.89949452267921,-0.0364270623440479,-0.195311587108824,2.13664235505465,0.307396573212379,89.3224919535425,-72.7623646882829,0.658515252596835,1.07359785944874,0.8875,0.7875,1030064,8e+05,0.0739753129391917,0.118773571824603,0.504394820301235,0.0109578201817831,0.0353277069026565,0.0457361659411893,0.2,0.2,1.030064
0.4,"indep",60,140,-1.3434239967258,-1.40363058719509,-1.42819459513952,-0.0602065904692872,-0.0847705984137188,0.692008752118864,0.24407236671293,90.4618213519801,-32.8238734503053,0.470977811152507,0.605413411512178,0.945054945054945,0.868131868131868,1234110,910000,0.0492381136318503,0.063187493882483,0.135864937460887,0.0112895183009186,0.0238875791629305,0.0354684394092695,0.09,0.09,1.23411
0.5,"indep",60,140,-1.08976250011841,-1.11687022441475,-1.08767988485814,-0.0271077242963402,0.00208261526027131,0.231918199317209,0.181319372388235,34.446278961801,5.11341927049189,0.377833748748577,0.41323203108792,0.919191919191919,0.898989898989899,1366919,990000,0.0380686159476834,0.041742208637615,0.0331104124549284,0.0103680140559062,0.0273913159733053,0.0302860204614975,0.01,0.01,1.366919
0.6,"indep",60,140,-0.891612283389109,-0.895585893007074,-0.852899940203726,-0.00397360961796567,0.0387123431853831,0.0972246127846073,0.120345350789969,72.7320968559429,113.809077695874,0.250928401110538,0.239211503871169,0.96,0.96,1374579,1e+06,0.0252160909246487,0.0237247469293702,0.00617140682665111,0.0067704237457438,0.0195959179422654,0.0195959179422654,0,0,1.374579
0.7,"indep",60,140,-0.728154080870475,-0.770966903049304,-0.736679863197014,-0.0428128221788299,-0.00852578232653911,0.0755818770215415,0.0924389675165473,24.9935081321055,52.8709168562978,0.264481297601905,0.244819616445401,0.94,0.94,1285995,1e+06,0.0262307975052288,0.0245903725170484,0.00513585597237761,0.00620683167542338,0.0237486841740758,0.0237486841740758,0,0,1.285995
0.8,"indep",60,140,-0.588673164605307,-0.669335097299527,-0.640776435173841,-0.08066193269422,-0.0521032705685344,0.0595801350019872,0.0727744790720391,25.5665740418002,53.3739729600788,0.246156266017979,0.2229109715521,0.97,0.97,1251428,1e+06,0.0233736793855753,0.0217828007480193,0.00338125286106879,0.00472643765056969,0.017058722109232,0.017058722109232,0,0,1.251428
0.9,"indep",60,140,-0.466851680175666,-0.468352774741231,-0.451989242870478,-0.00150109456556491,0.0148624373051882,0.0371155371917665,0.0417159454772316,29.8773937977283,45.9754778813458,0.176356127282365,0.168856399439798,0.93,0.93,1079867,1e+06,0.0177238156120483,0.0169048410940586,0.00135900892948645,0.00182396445000309,0.0255147016443461,0.0255147016443461,0,0,1.079867
1,"indep",60,140,-0.358622366069503,-0.349643065675677,-0.337098097217562,0.00897930039382561,0.0215242688519405,0.0303046126463829,0.0334072865222629,-10.1419719853793,-0.942047230942977,0.190797452902605,0.183986510661021,0.97,0.97,1039893,1e+06,0.0191546181362365,0.0183643654598657,0.00137740354663548,0.00184231661530626,0.017058722109232,0.017058722109232,0,0,1.039893
1.2,"indep",60,140,-0.17258833862568,-0.204014127187596,-0.196400870032501,-0.0314257885619159,-0.023812531406821,0.0216874474879646,0.0228290274314934,22.6291400902332,29.0840706161461,0.139147026129279,0.134445444110124,0.99,1,1004999,1e+06,0.0136234774680351,0.0132986445690307,0.000592662025480928,0.000682283074302877,0.0099498743710662,0,0,0,1.004999
1.4,"indep",60,140,-0.0162124050415837,-0.0327053952890809,-0.0283610622012323,-0.0164929902474972,-0.0121486571596486,0.0161355687963079,0.0167142855801344,-10.7976913465706,-7.59836978403484,0.137133684794392,0.134370521483217,0.95,0.96,1e+06,1e+06,0.0136824110263792,0.0134494366120182,0.000453045220441282,0.000490808930937257,0.0217944947177034,0.0195959179422654,0,0,1
1.6,"indep",60,140,0.118757981051209,0.127235684012094,0.129512473191411,0.00847770296088529,0.0107544921402021,0.0121539673100952,0.0124709783678674,-2.26540263675479,0.283801857594068,0.112473765257275,0.111476400666424,0.95,0.96,1e+06,1e+06,0.0112718817156082,0.0111515405487121,0.000274033231226473,0.000287817813186328,0.0217944947177034,0.0195959179422654,0,0,1
1.8,"indep",60,140,0.237525198337027,0.253341806123572,0.254473116628065,0.0158166077865446,0.0169479182910376,0.00997167769875672,0.0102018203589882,-13.3284030227259,-11.3280543855707,0.108658708924205,0.108061594074762,0.89,0.9,1e+06,1e+06,0.0108042967244106,0.0107261957161522,0.000167006773916557,0.00017311996098509,0.031288975694324,0.03,0,0,1
2,"indep",60,140,0.343588506786721,0.324077907582247,0.324581261541507,-0.0195105992044736,-0.0190072452452137,0.00889391649284765,0.00906675537475043,18.1021336251949,20.3972575722803,0.0889856218901417,0.0884119201846542,0.99,0.99,1e+06,1e+06,0.00872577594700609,0.00867796015860891,0.000123150562501866,0.000127016713359678,0.0099498743710662,0.0099498743710662,0,0,1
2.5,"indep",60,140,0.567808742330832,0.550806461466958,0.550284834482319,-0.0170022808638746,-0.0175239078485129,0.00656428908361524,0.00670710589488989,15.4159800825194,17.92704290068,0.0772539720550917,0.077056581943121,0.98,0.98,1e+06,1e+06,0.00757394433335737,0.00754155456101092,7.43643084004124e-05,7.57174838117978e-05,0.014,0.014,0,0,1
3,"indep",60,140,0.750714194302349,0.744147510337681,0.742835288924562,-0.00656668396466764,-0.00787890537778635,0.00528836225323156,0.00541045335878935,33.1670385327909,36.2414328688428,0.0632376679548361,0.0631948538134447,0.99,0.99,1e+06,1e+06,0.00632126546440326,0.00630176534393382,4.40563090526283e-05,4.64518862735904e-05,0.0099498743710662,0.0099498743710662,0,0,1
4,"indep",60,140,1.03897616906418,1.04446836011136,1.04261365461523,0.00549219104717835,0.00363748555104615,0.00402049356027581,0.00411313233997322,9.75597972913837,12.2849378966286,0.0605129306723852,0.0603300951915811,0.98,0.98,1e+06,1e+06,0.00605667727026822,0.00605237167362253,2.08131163172384e-05,2.30471857872713e-05,0.014,0.014,0,0,1
5,"indep",60,140,1.26238790477649,1.26188246218469,1.25978434310227,-0.00050544259180052,-0.00260356167421794,0.00348369518875393,0.003580968867995,19.5837191097253,22.9228023833381,0.0537815959223978,0.0537664567041827,0.98,0.98,1e+06,1e+06,0.00540501505594711,0.0053973930605257,1.25919061322067e-05,1.21992566482322e-05,0.014,0.014,0,0,1
0.2,"paired",5,5,NA,-1.70723405234882,-2.66874895085031,NA,NA,13.6921237601139,0.452207326338871,375.049478865232,-84.3106256940133,NA,NA,NA,NA,133574,120000,NA,NA,2.69849200753089,0.0252307592653208,NA,NA,0.88,0.88,0.133574
0.3,"paired",5,5,NA,-0.825345162525695,-1.13339097135787,NA,NA,5.47649334264033,0.419208407810054,309.604337777338,-68.6460712122504,NA,NA,NA,NA,231468,2e+05,NA,NA,1.78798626307616,0.0213203332524675,NA,NA,0.8,0.8,0.231468
0.4,"paired",5,5,NA,-1.08285245270742,-1.51969452267213,NA,NA,5.65963534847931,0.44750405620745,338.708821440597,-65.3115501263862,NA,NA,NA,NA,352151,310000,NA,NA,1.28476614005341,0.00854978321380251,NA,NA,0.69,0.69,0.352151
0.5,"paired",5,5,NA,-0.821484426383609,-1.11419939764682,NA,NA,4.08631713423242,0.415733901760592,244.423259388213,-64.9590521785434,NA,NA,NA,NA,472196,4e+05,NA,NA,1.04016791709467,0.0168091395809371,NA,NA,0.6,0.6,0.472196
0.6,"paired",5,5,NA,-0.951151267360921,-1.32179591482826,NA,NA,5.14813355879029,0.423571621750623,182.012204794795,-76.7969564941768,NA,NA,NA,NA,547556,470000,NA,NA,1.10483075413755,0.0147884948380134,NA,NA,0.53,0.53,0.547556
0.7,"paired",5,5,-1.55054639460591,-0.564698092689312,-0.683741848068578,0.985848301916597,0.866804546537331,2.03466583215853,0.38325505375818,203.615780313989,-42.8101261804629,1.13453421388354,1.18779537576003,0.650793650793651,0.555555555555556,749471,630000,0.0713092999500275,0.103136906568101,0.55376538060241,0.0123665094440579,0.0600609842035342,0.062604018868779,0.37,0.37,0.749471
0.8,"paired",5,5,-1.06013176810005,-0.761867255803951,-0.971901050186722,0.298264512296094,0.0882307179133236,2.59847946144149,0.401872186996471,131.916104588494,-64.132626971399,0.705603162845209,1.05556553025663,0.9,0.825,939149,8e+05,0.0719453118714323,0.118344804588946,0.545978614245225,0.0100538698326661,0.0335410196624968,0.0424816136699161,0.2,0.2,0.939149
0.9,"paired",5,5,-0.792372649921864,-0.54897242980713,-0.728077742094643,0.243400220114734,0.0642949078272208,2.30639083066325,0.362441551781514,51.7346722319534,-76.1554072572368,0.835730852192139,1.2272139601215,0.821428571428571,0.738095238095238,1006418,840000,0.08775667277371,0.134519236262453,0.554928700896728,0.0134861118344652,0.0417879672629443,0.0479720476146032,0.16,0.16,1.006418
1,"paired",5,5,-0.601986402162968,-0.500791329313047,-0.616597614410952,0.101195072849921,-0.0146112122479839,1.93962920592142,0.348776510993483,107.823496408384,-62.6299945584963,0.685233359314633,0.960684005647924,0.897727272727273,0.795454545454545,1073279,880000,0.0726592040311667,0.102984223274726,0.477926416573867,0.0135008204218548,0.0323006150604481,0.042999287992288,0.12,0.12,1.073279
1.2,"paired",5,5,-0.326963233703332,-0.26507234598395,-0.298729377883222,0.0618908877193825,0.0282338558201103,0.929643209460026,0.297094601572959,44.182454152685,-53.9222915475452,0.611764681448442,0.799323879449174,0.917525773195876,0.865979381443299,1202080,970000,0.0621176256090193,0.0815297436550003,0.296245367089167,0.0131592835429848,0.0279307369979622,0.0345902513467411,0.03,0.03,1.20208
1.4,"paired",5,5,-0.12423067964925,-0.0990696844916018,-0.0869322431766343,0.025160995157648,0.0372984364726155,0.459045310994359,0.257078351549602,40.404106213621,-21.3697312406782,0.505264564598161,0.570088396247265,0.908163265306122,0.877551020408163,1244634,980000,0.051238194975455,0.0577596875591684,0.118538356714,0.0115478634258522,0.0291727348340955,0.0331131681970861,0.02,0.02,1.244634
1.6,"paired",5,5,0.0384805205680643,0.126067753914915,0.145789443710929,0.0875872333468505,0.107308923142865,0.242408948603304,0.206631540344365,2.42538921552351,-12.6916887106769,0.480256857053796,0.495775574019817,0.898989898989899,0.848484848484849,1289989,990000,0.0476996475944107,0.048893701318873,0.0233210986365943,0.00996433571079341,0.0302860204614975,0.0360356600006402,0.01,0.01,1.289989
1.8,"paired",5,5,0.175328435806585,0.300940864843448,0.324280709626967,0.125612429036863,0.148952273820382,0.18384336950272,0.174615462372826,5.25534649758557,-0.0278821825225428,0.446666630056832,0.441686153234915,0.868686868686869,0.848484848484849,1291476,990000,0.0432992194959332,0.0420033864139152,0.00746344068300671,0.00756443057177738,0.0339443979189425,0.0360356600006402,0.01,0.01,1.291476
2,"paired",5,5,0.29389333245106,0.384481999203772,0.400748247315099,0.0905886667527127,0.106854914864039,0.164939714085266,0.150246549543958,12.2964636443095,2.29286671264526,0.398404453029139,0.396015149706282,0.93,0.92,1313027,1e+06,0.0389923330523164,0.0383247718985204,0.00627703465921961,0.00606815322343336,0.0255147016443461,0.0271293199325011,0,0,1.313027
2.5,"paired",5,5,0.53664724034191,0.640423020996715,0.646014615213531,0.103775780654805,0.109367374871621,0.140202778157653,0.127129487337017,4.74429580461475,-5.02264789543587,0.384287913769119,0.380098831503666,0.94,0.93,1316453,1e+06,0.0371874568864543,0.0365858474354101,0.00319574732692997,0.00375335091243428,0.0237486841740758,0.0255147016443461,0,0,1.316453
3,"paired",5,5,0.729307511349758,0.795150297157785,0.795049504747796,0.0658427858080263,0.0657419933980377,0.129607311794843,0.113092026218821,-13.0526430387369,-24.1319595557604,0.391152210659892,0.389737716513352,0.95,0.92,1319286,1e+06,0.0387513153196327,0.0386088227182314,0.00222251640644419,0.00248967692182042,0.0217944947177034,0.0271293199325011,0,0,1.319286
4,"paired",5,5,1.02706186684777,1.14330668693424,1.14128786569671,0.116244820086469,0.114225998848941,0.115034108073335,0.0980013771705175,17.5390698872196,0.135437334341049,0.329962364330015,0.331568570271268,0.91,0.89,1315376,1e+06,0.0310363592049741,0.0312839937094204,0.00161562369543348,0.00177516104295373,0.0286181760425084,0.031288975694324,0,0,1.315376
5,"paired",5,5,1.25479963118919,1.40489573102957,1.4000551458025,0.150096099840379,0.145255514613315,0.111460068682414,0.0949506140891842,-30.6609712302942,-40.9314614654461,0.4221583021258,0.424544708170993,0.88,0.85,1315419,1e+06,0.0396561983724869,0.040093205136095,0.00162555545883729,0.0017517924918724,0.0324961536185438,0.0357071421427143,0,0,1.315419
0.2,"paired",10,10,NA,-1.57026640584565,-2.1987416551267,NA,NA,7.31998058160008,0.381225179536807,152.291821585235,-86.860621567595,NA,NA,NA,NA,118174,1e+05,NA,NA,2.84279936352151,0.0300115547648982,NA,NA,0.9,0.9,0.118174
0.3,"paired",10,10,NA,-1.76120338127695,-2.42991879745242,NA,NA,7.08580929084387,0.417783447012365,167.657011230483,-84.2187865663569,NA,NA,NA,NA,239473,2e+05,NA,NA,1.79216878471906,0.0091687590450743,NA,NA,0.8,0.8,0.239473
0.4,"paired",10,10,NA,-1.34709961399119,-1.66106843445929,NA,NA,3.68299187385301,0.381785705725702,299.809375457865,-58.5550254268563,NA,NA,NA,NA,591537,490000,NA,NA,0.88473984374284,0.0102859532744086,NA,NA,0.51,0.51,0.591537
0.5,"paired",10,10,-1.84443972705697,-1.16984220577995,-1.40753222409283,0.674597521277017,0.436907502964138,3.34099384712519,0.345755894119766,304.346481490128,-58.1546133758677,0.883727381241289,1.00180477078268,0.639344262295082,0.622950819672131,759243,610000,0.0736989675009643,0.116384752195507,0.771582434808929,0.0113572817008726,0.0614821280929936,0.0620527401202028,0.39,0.39,0.759243
0.6,"paired",10,10,-1.26286432215413,-0.933151154696703,-1.02489826512072,0.329713167457425,0.237966057033412,0.945831314260348,0.320675861041719,152.854186281089,-14.2719926046219,0.544730872328695,0.652458663252067,0.88,0.893333333333333,967400,750000,0.0504065834494154,0.0706221830772974,0.285337459832668,0.0101578144318706,0.0375233260785874,0.0356443336102461,0.25,0.25,0.9674
0.7,"paired",10,10,-0.965510768280782,-0.970103003482232,-1.10544857710504,-0.00459223520145069,-0.139937808824262,1.39486104563139,0.320223749076356,142.601746895232,-44.3049605789951,0.516969267867513,0.766911564424641,0.922222222222222,0.877777777777778,1151420,9e+05,0.0547964707400529,0.0799276890407202,0.354334057832398,0.0105984761807275,0.0282308725928289,0.0345259887005079,0.1,0.1,1.15142
0.8,"paired",10,10,-0.757063866314888,-0.753302137299628,-0.822135381732146,0.00376172901525995,-0.065071515417258,0.79486646276767,0.270056633747672,65.4748028934416,-43.7797789532303,0.527040506396101,0.692558425524421,0.88659793814433,0.845360824742268,1311561,970000,0.0537894762764476,0.070371252908397,0.241201250813736,0.011130807181849,0.0321949657047084,0.0367108934552383,0.03,0.03,1.311561
0.9,"paired",10,10,-0.593721751187363,-0.580833808019094,-0.615330357215887,0.0128879431682688,-0.021608606028524,0.724856705142034,0.226127877521339,89.5680006007251,-40.8619533795907,0.478786036008431,0.615611486399447,0.929292929292929,0.909090909090909,1382521,990000,0.0483471681205963,0.0621478298775934,0.267856834902429,0.00989519002464441,0.0257626267676778,0.0288928057347149,0.01,0.01,1.382521
1,"paired",10,10,-0.458145365937078,-0.488952540969662,-0.51092162340763,-0.0308071750325847,-0.0527762574705523,0.402407570962379,0.199131955040738,49.4929000606192,-26.0232271908127,0.415512343354477,0.518891176995024,0.98989898989899,0.96969696969697,1391210,990000,0.0418575603887562,0.052144101767013,0.201163777530921,0.00935428608223984,0.0100498654174362,0.0172283407156049,0.01,0.01,1.39121
1.2,"paired",10,10,-0.2390179004715,-0.176489632061637,-0.183686843753268,0.0625282684098635,0.0553310567182316,0.102693495215654,0.127615278546478,53.8744114378457,91.2168422700906,0.272460579233218,0.26293089289297,0.94,0.96,1451431,1e+06,0.0266524550929641,0.0258337983535739,0.00360344590404926,0.00507432455138785,0.0237486841740758,0.0195959179422654,0,0,1.451431
1.4,"paired",10,10,-0.0639166857549427,-0.042551683542281,-0.0580642533449513,0.0213650022126617,0.00585243240999141,0.0854075508165085,0.102945990044429,8.88220403127913,31.2411629306775,0.282933839622634,0.27872956279454,0.92,0.96,1456615,1e+06,0.0283547324331254,0.0280071993288814,0.00186404992636392,0.00262488565213361,0.0271293199325011,0.0195959179422654,0,0,1.456615
1.6,"paired",10,10,0.0827572192387867,0.0915994873940265,0.070271881030745,0.00884226815523988,-0.0124853382080416,0.0765705894772012,0.0916636320238376,6.55954239271113,27.5637911266478,0.269634463928576,0.267010122916505,0.95,0.98,1456500,1e+06,0.0270847078312142,0.0268061733560975,0.00164727627916606,0.00221756930037681,0.0217944947177034,0.014,0,0,1.4565
1.8,"paired",10,10,0.209355167429093,0.19439665141423,0.1703047079634,-0.0149585160148625,-0.0390504594656927,0.0698747594065425,0.0830631722981826,6.47835722436556,26.5754645493177,0.256272759261582,0.257860703922521,0.98,0.98,1456919,1e+06,0.0257124679771613,0.0256170721647164,0.0012972305584165,0.00168714268843262,0.014,0.014,0,0,1.456919
2,"paired",10,10,0.320926943086197,0.393967847688289,0.367487486714421,0.0730409046020916,0.0465605436282243,0.0620632674034915,0.0735619217789114,-9.88164111481032,6.81486722343012,0.269902897377951,0.265231625238717,0.9,0.94,1456238,1e+06,0.0261140854186342,0.0262428308254943,0.00082265516251971,0.00109760535055137,0.03,0.0237486841740758,0,0,1.456238
2.5,"paired",10,10,0.553455545741402,0.584663232301548,0.553465642939598,0.0312076865601462,1.00971981960019e-05,0.0558752428835452,0.0674455426303695,-4.04021516463721,15.8305436345676,0.237899123067712,0.240094757297014,0.94,0.96,1456787,1e+06,0.0237031458202762,0.0241304310115593,0.000598156150816973,0.000947654621560984,0.0237486841740758,0.0195959179422654,0,0,1.456787
3,"paired",10,10,0.740802270462108,0.750015242742679,0.717588017972181,0.00921297228057194,-0.0232142524899265,0.0535684004491862,0.0652078124643427,-6.3517521224574,13.9962614901236,0.23537029124716,0.239099552006909,0.94,0.95,1457313,1e+06,0.0236374756261123,0.0239168792623301,0.000484283359915801,0.000838238045824271,0.0237486841740758,0.0217944947177034,0,0,1.457313
4,"paired",10,10,1.03343137973649,1.10612775306371,1.07463341583422,0.0726963733272208,0.0412020360977272,0.0490051718887152,0.0596199324607474,-17.3676375311135,0.530937441757762,0.250375829145798,0.245783679026159,0.91,0.94,1455705,1e+06,0.024079685290553,0.0243526301852542,0.000523901491310869,0.000825022002873772,0.0286181760425084,0.0237486841740758,0,0,1.455705
5,"paired",10,10,1.2588482363055,1.29234744005579,1.25940403083828,0.0334992037502981,0.00055579453278698,0.0484832783183915,0.0595334545611705,17.4762303705776,44.2510916208278,0.202619823330468,0.202134398723871,0.94,0.96,1456408,1e+06,0.0200838133111426,0.0203151946516971,0.000481572064062052,0.000811446989392106,0.0237486841740758,0.0195959179422654,0,0,1.456408
0.2,"paired",20,20,NA,-2.01130568054265,-2.50625192056469,NA,NA,5.02865546770116,0.356772900941565,320.440160739051,-70.1706237815131,NA,NA,NA,NA,189386,160000,NA,NA,1.42037362258297,0.0197203837001336,NA,NA,0.84,0.84,0.189386
0.3,"paired",20,20,NA,-1.73795880681267,-2.04502599086033,NA,NA,3.38841154560105,0.336310631215399,197.121502634656,-70.5097451257198,NA,NA,NA,NA,576776,480000,NA,NA,0.8932592704989,0.00924404111406786,NA,NA,0.52,0.52,0.576776
0.4,"paired",20,20,-1.75327894865999,-1.47585934704993,-1.66568364879826,0.277419601610056,0.0875952998617333,2.5776574769888,0.283820827239408,199.031875562841,-67.0741845839255,0.670552008420818,0.926380319997817,0.733333333333333,0.653333333333333,978237,750000,0.0709661473006586,0.107207021295967,0.629624872670475,0.011714328058804,0.051062779080338,0.0549531787238177,0.25,0.25,0.978237
0.5,"paired",20,20,-1.29513358272291,-1.34455278260129,-1.46382738805411,-0.0494191998783773,-0.168693805331198,1.74808370696343,0.264549692843,184.276304606668,-56.9784852025908,0.535252333426729,0.797887436684406,0.912087912087912,0.857142857142857,1208717,910000,0.0561795537265352,0.0822034577308503,0.485384352076246,0.0101122691039491,0.0296839677583607,0.0366823279295068,0.09,0.09,1.208717
0.6,"paired",20,20,-1.02011041426328,-1.13428993427173,-1.17403287510319,-0.114179520008457,-0.153922460839909,0.865430972788386,0.225616791301241,114.83664873558,-43.9923496319268,0.482868830095819,0.649933602227524,0.959183673469388,0.928571428571429,1363294,980000,0.0476375214119679,0.064113427462297,0.325485640609157,0.00935487347671298,0.0199873311965045,0.0260154056815958,0.02,0.02,1.363294
0.7,"paired",20,20,-0.817377860209195,-0.910701393753993,-0.928461869264415,-0.0933235335447979,-0.11108400905522,0.583071448764245,0.173000083555671,70.461359790255,-49.4233004390321,0.457117544183237,0.592401439714378,0.96969696969697,0.939393939393939,1426993,990000,0.0452033012257104,0.0587800994287692,0.283628093647094,0.00914454887508839,0.0172283407156049,0.0239808353667596,0.01,0.01,1.426993
0.8,"paired",20,20,-0.654666659991881,-0.650007597418614,-0.644866507834707,0.00465906257326687,0.00980015215717411,0.0975277124055875,0.111936509862889,21.1336212239512,39.0299685331849,0.280332760607022,0.282494995660978,0.96,0.96,1482807,1e+06,0.0281706111287741,0.0283747254854682,0.0123390772776428,0.00608555154995218,0.0195959179422654,0.0195959179422654,0,0,1.482807
0.9,"paired",20,20,-0.51781874475336,-0.538867164680544,-0.538557471075424,-0.021048419927184,-0.0207387263220632,0.0701626575020494,0.0878739154250804,8.03933469918305,35.3118553079414,0.263945626930056,0.254406069536227,0.98,0.98,1492390,1e+06,0.0264430506793945,0.0254836753940635,0.00333705649409761,0.00441716889584967,0.014,0.014,0,0,1.49239
1,"paired",20,20,-0.399253848108886,-0.387271897644237,-0.395009949055303,0.0119819504646488,0.00424389905358308,0.059161885800886,0.068920215778684,-9.19031680232315,5.78809103282671,0.256097925823185,0.253999668710246,0.93,0.94,1493906,1e+06,0.0257106236097852,0.0255243636879378,0.00492051129657572,0.00346538430253854,0.0255147016443461,0.0237486841740758,0,0,1.493906
1.2,"paired",20,20,-0.200238783298563,-0.195646939388228,-0.209007431876497,0.00459184391033507,-0.00876864857793488,0.0434402299828579,0.0519308752922347,12.3430445819215,34.3011452848184,0.199924058254643,0.195851217535399,0.96,0.98,1496879,1e+06,0.0200878233478301,0.0196640497006195,0.00121064507151979,0.00170633828475843,0.0195959179422654,0.014,0,0,1.496879
1.4,"paired",20,20,-0.0362853464174178,-0.0132227004089741,-0.0304830738860229,0.0230626460084437,0.00580227253139485,0.0357623070006873,0.0426364707568083,17.3797926852685,39.9423168692526,0.174580962542139,0.173770451291021,0.95,0.98,1497093,1e+06,0.0173922735780701,0.0174548489327816,0.000460742777637861,0.000552034748942302,0.0217944947177034,0.014,0,0,1.497093
1.6,"paired",20,20,0.103507084692163,0.127968640701162,0.109037826337993,0.0244615560089988,0.00553074164582942,0.0321684921446096,0.0387431789843232,-12.2943012994594,5.63123591323071,0.19166108858008,0.190634673669529,0.96,0.98,1497115,1e+06,0.0191051331494914,0.0191514405138862,0.000338567929561736,0.000413646080993094,0.0195959179422654,0.014,0,0,1.497115
1.8,"paired",20,20,0.225537809680109,0.233443808962226,0.213162501020877,0.00790599928211763,-0.0123753086592313,0.0300330597245478,0.0363555450416331,7.04404552233504,29.5786927512086,0.166199143163977,0.167120650395767,0.97,0.97,1497146,1e+06,0.0166847327429888,0.0167501435315101,0.000272533528312352,0.000321804761100088,0.017058722109232,0.017058722109232,0,0,1.497146
2,"paired",20,20,0.333914686287828,0.341260964347661,0.320013039841368,0.00734627805983334,-0.0139016464464594,0.0283196073974984,0.0347802335087939,-10.0115790909606,10.5177147540714,0.175724440000626,0.177056014528349,0.95,0.98,1497144,1e+06,0.0176455308137501,0.0177398645146286,0.000222001557360994,0.000319453571777089,0.0217944947177034,0.014,0,0,1.497144
2.5,"paired",20,20,0.561652450629241,0.590813138231242,0.568479093287214,0.0291606876020007,0.0068266426579735,0.0256724541547121,0.031958639698507,22.4149500809161,52.3896102713901,0.146179768888134,0.144251697178968,0.98,0.98,1497110,1e+06,0.0143963305968643,0.0144815972000667,0.000138568827743224,0.000241239454832049,0.014,0.014,0,0,1.49711
3,"paired",20,20,0.746452048089074,0.755833641195102,0.732911757725651,0.00938159310602782,-0.0135402903634235,0.0244955621807678,0.0307253783152214,-11.1954918167081,11.3896504964106,0.164217725054956,0.165804688483247,0.95,0.96,1497203,1e+06,0.0164775472986722,0.0166083389240821,0.000164302366568727,0.000286855873908384,0.0217944947177034,0.0195959179422654,0,0,1.497203
4,"paired",20,20,1.03658596433312,1.05438092988906,1.03115341099937,0.0177949655559426,-0.00543255333375448,0.0230968183341101,0.0292578621645927,-7.55409945515235,17.1057145922266,0.156971559521225,0.157365233505619,0.95,0.96,1497211,1e+06,0.0156745337112313,0.0158063738839472,0.000156738508033958,0.000281947281139119,0.0217944947177034,0.0195959179422654,0,0,1.497211
5,"paired",20,20,1.26086031145536,1.26198956643569,1.23869022407905,0.00112925498032856,-0.0221700873763115,0.0225857871227703,0.0287275618651793,-7.8377247006153,17.2240511657676,0.154050543705072,0.157330829158446,0.95,0.98,1497091,1e+06,0.015482246202177,0.0156545656132485,0.000161596967623907,0.000304704695984436,0.0217944947177034,0.014,0,0,1.497091
0.2,"paired",100,100,-2.30258509299405,-2.23461413177241,-2.34876816253736,0.0679709612216395,-0.0461830695433121,1.68613741408628,0.243146111879918,92.9510388267134,-72.1758769588006,0.586543321207942,0.930375032369487,0.880952380952381,0.80952380952381,1099765,840000,0.0639477399663052,0.10199603257959,0.477809296433804,0.00946063321301247,0.0353343356967062,0.0428445433734494,0.16,0.16,1.099765
0.3,"paired",100,100,-1.67620360874636,-1.73549148790559,-1.72257909021203,-0.0592878791592319,-0.0463754814656709,0.32546621874074,0.135072601659378,2.81454625995601,-57.3306615184441,0.414333704594554,0.561730991281323,0.95,0.94,1393663,1e+06,0.0412135809414647,0.0562633617157994,0.19922995206612,0.00813221390256482,0.0217944947177034,0.0237486841740758,0,0,1.393663
0.4,"paired",100,100,-1.32963001846639,-1.32523449926087,-1.3057160866691,0.00439551920551873,0.0239139317972845,0.0424516988698973,0.0510779539079634,54.983986000889,86.4769868854252,0.174887068196481,0.166400086117893,0.96,0.96,1203945,1e+06,0.0175712592562757,0.0165502334586472,0.00166804212992347,0.00254261143443164,0.0195959179422654,0.0195959179422654,0,0,1.203945
0.5,"paired",100,100,-1.08141157530944,-1.10801036871423,-1.10007020463913,-0.0265987934047853,-0.01865862932969,0.0262224319631588,0.0284671055745641,14.6067714014372,24.4172571647179,0.157034004273903,0.151656494358725,0.96,0.96,1029962,1e+06,0.0155544604300424,0.0151262524592766,0.000820082619395938,0.00104896080610986,0.0195959179422654,0.0195959179422654,0,0,1.029962
0.6,"paired",100,100,-0.885978420965938,-0.907638327398549,-0.904742343916936,-0.0216599064326114,-0.018763922950998,0.0182807891344814,0.0191090165975032,-2.95583647282418,1.44083594475679,0.140267548556955,0.137845226779072,0.98,0.98,1e+06,1e+06,0.0139283279509848,0.0137250128300294,0.000459871073319724,0.000517801068915813,0.014,0.014,0,0,1
